country,association_name,official_name,association_code,member_id,overall_rank,overall_country_coefficient,season_rank,season_country_coefficient,uefa_season_year,overall_source_url,season_source_url,scraped_at_utc
Moldova,Moldova,Moldova,MDA,57160,45,6.875,45,1.375,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,46,6.375,44,1.5,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,47,6.125,28,2.75,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Kosovo,Kosovo,Kosovo,KOS,2608110,48,5.833,35,1.833,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Gibraltar,Gibraltar,Gibraltar,GIB,94080,49,5.666,38,1.666,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,50,5.0,39,1.625,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,51,5.0,41,1.5,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,52,4.875,53,0.625,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,53,4.75,46,1.375,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,54,3.331,52,0.666,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,55,1.166,55,0.5,2021,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2021,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2021,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,1,106.641,1,21.0,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,2,96.141,3,18.428,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,3,76.902,6,15.714,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,4,75.213,5,16.214,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,60.081,4,18.416,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,6,53.382,7,12.916,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,7,49.3,2,19.2,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,8,38.85,8,10.4,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,9,36.9,11,7.9,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,10,34.482,20,5.3,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,11,33.375,9,9.5,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,12,31.8,25,4.2,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,13,30.6,18,6.6,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,14,29.675,13,7.75,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,15,28.2,10,8.0,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,16,27.8,16,6.7,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,17,27.25,14,7.625,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,18,27.175,12,7.8,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,19,27.15,19,6.0,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,20,27.1,17,6.7,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,21,26.375,27,4.125,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,22,24.375,15,6.75,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,23,22.875,22,5.125,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,24,19.5,30,3.375,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,25,17.15,37,2.25,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,26,17.0,24,4.375,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,27,16.375,34,2.75,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,28,15.875,23,4.625,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,29,15.75,32,2.875,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,30,15.625,26,4.125,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,31,15.0,31,3.0,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,32,12.5,54,0.25,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,33,11.25,21,5.25,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,34,10.0,40,1.75,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,35,9.125,41,1.625,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,36,8.875,28,3.75,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,37,8.75,50,1.25,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,38,8.625,35,2.625,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Kosovo,Kosovo,Kosovo,KOS,2608110,39,8.166,36,2.333,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,40,8.125,33,2.875,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,41,8.125,38,1.875,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,42,8.083,42,1.625,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,43,8.0,43,1.625,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,44,7.25,44,1.5,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,45,7.041,29,3.666,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,46,7.0,39,1.875,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,47,7.0,48,1.25,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,48,7.0,52,0.625,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,49,6.5,56,0.0,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,50,5.5,46,1.5,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Gibraltar,Gibraltar,Gibraltar,GIB,94080,51,5.416,49,1.25,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,52,5.375,47,1.5,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,53,4.875,51,0.75,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,54,4.665,45,1.5,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,55,1.332,55,0.166,2022,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2022,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2022,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,1,109.57,1,23.0,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,2,92.998,4,16.571,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,3,82.481,3,17.125,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,4,81.926,2,22.357,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,61.164,7,12.583,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,6,59.9,6,13.5,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,7,56.216,8,12.5,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,8,42.2,5,14.2,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,9,36.4,29,3.5,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,10,34.0,24,4.9,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,11,32.375,22,5.375,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,12,32.1,9,11.8,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,13,31.675,10,8.5,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,14,29.5,21,5.7,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,15,29.05,12,6.75,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,16,29.0,20,5.75,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,17,27.825,18,5.9,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,18,26.215,26,4.333,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,19,25.4,30,3.375,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,20,25.225,40,2.125,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,21,25.0,16,6.25,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,22,24.475,23,5.1,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,23,23.75,15,6.25,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,24,20.75,11,7.75,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,25,20.625,19,5.875,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,26,20.5,14,6.25,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,27,20.0,25,4.5,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,28,19.75,17,6.0,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,29,16.625,27,4.0,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,30,12.625,48,1.125,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,31,12.5,41,2.125,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,32,12.25,28,3.75,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Kosovo,Kosovo,Kosovo,KOS,2608110,33,11.041,33,2.875,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,34,11.0,13,6.5,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,35,10.625,34,2.75,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,36,10.375,31,3.375,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,37,10.25,36,2.625,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,38,10.0,37,2.375,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,39,9.875,38,2.375,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,40,9.875,55,0.625,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,41,9.75,42,2.0,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,42,9.0,47,1.125,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,43,8.75,39,2.25,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,44,8.583,44,1.25,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,45,8.25,35,2.625,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,46,8.0,49,1.125,2023,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2023,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2023,2026-02-13T21:37:57.705796+00:00
